geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; NumdoisPontos; NumumPonto; NumOutro; NãoCruzados; taxaMutacao; SerMutado; Nummutacao; NumElitismo;
1; 20; 17; 10; 0.5; 4; 0; 1; 0; 0.03; 1; 1; 14
2; 17; 12; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 14
3; 12; 16; 6; 0.5; 0; 0; 3; 0; 0.03; 1; 1; 3
4; 16; 15; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 10
5; 15; 15; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 7
6; 15; 15; 6; 0.5; 2; 0; 1; 0; 0.03; 1; 1; 7
7; 15; 14; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 8
8; 14; 16; 6; 0.5; 0; 0; 3; 0; 0.03; 1; 1; 5
9; 16; 18; 8; 0.5; 0; 0; 4; 0; 0.03; 1; 1; 7
10; 18; 18; 8; 0.5; 3; 0; 1; 0; 0.03; 1; 1; 9
11; 18; 20; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 7
12; 20; 22; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 9
13; 22; 17; 2; 0.5; 0; 0; 1; 0; 0.03; 1; 1; 8
14; 17; 19; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 7
15; 19; 20; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 8
16; 20; 23; 10; 0.1; 3; 0; 2; 0; 0.03; 1; 1; 8
17; 23; 23; 2; 0.1; 0; 0; 1; 0; 0.03; 1; 1; 3
18; 23; 20; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 6
19; 20; 21; 10; 0.1; 1; 0; 4; 0; 0.03; 1; 1; 10
20; 21; 12; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 12
21; 12; 13; 6; 0.5; 0; 0; 3; 0; 0.03; 1; 1; 6
22; 13; 15; 6; 0.5; 0; 0; 3; 0; 0.03; 1; 1; 5
23; 15; 16; 6; 0.5; 0; 0; 3; 0; 0.03; 1; 1; 6
24; 16; 15; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 10
25; 15; 16; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 6
26; 16; 17; 8; 0.5; 2; 0; 2; 0; 0.03; 1; 1; 8
27; 17; 19; 8; 0.5; 1; 0; 3; 0; 0.03; 1; 1; 7
28; 19; 21; 8; 0.1; 3; 0; 1; 0; 0.03; 1; 1; 7
29; 21; 15; 2; 0.5; 1; 0; 0; 0; 0.03; 1; 1; 9
30; 15; 16; 6; 0.5; 1; 0; 2; 0; 0.03; 1; 1; 6

